C-A10-0;C-RGRP86-0;F-RGR-BRPNOM;F-RGR-BRPEINW;F-RGR-BRPERW;F-RGR-VERVJ;F-RGR-VERKVJ
A10-2008;AT123;4996,0;33800,0;0,0;0,0;0,0
A10-2008;AT124;5168,0;23400,0;0,0;0,0;0,0
A10-2008;AT125;2184,0;17600,0;0,0;0,0;0,0
A10-2008;AT126;7661,0;25500,0;0,0;0,0;0,0
A10-2008;AT127;13139,0;41900,0;0,0;0,0;0,0
A10-2008;AT130;75606,0;45100,0;0,0;0,0;0,0
A10-2008;AT211;9928,0;36100,0;0,0;0,0;0,0
A10-2008;AT212;3248,0;25100,0;0,0;0,0;0,0
A10-2008;AT213;3886,0;25000,0;0,0;0,0;0,0
A10-2008;AT221;16744,0;42700,0;0,0;0,0;0,0
A10-2008;AT222;2298,0;28500,0;0,0;0,0;0,0
A10-2008;AT223;5468,0;32400,0;0,0;0,0;0,0
A10-2008;AT224;6243,0;23300,0;0,0;0,0;0,0
A10-2008;AT225;4415,0;23200,0;0,0;0,0;0,0
A10-2008;AT226;2744,0;26100,0;0,0;0,0;0,0
A10-2008;AT311;7500,0;27300,0;0,0;0,0;0,0
A10-2008;AT312;26092,0;47800,0;0,0;0,0;0,0
A10-2008;AT313;3966,0;19400,0;0,0;0,0;0,0
A10-2008;AT314;5573,0;36400,0;0,0;0,0;0,0
A10-2008;AT315;7067,0;30800,0;0,0;0,0;0,0
A10-2008;AT321;512,0;24500,0;0,0;0,0;0,0
A10-2008;AT322;5282,0;32500,0;0,0;0,0;0,0
A10-2008;AT323;15133,0;44100,0;0,0;0,0;0,0
A10-2008;AT331;1198,0;37600,0;0,0;0,0;0,0
A10-2008;AT332;10822,0;38600,0;0,0;0,0;0,0
A10-2008;AT333;1242,0;24800,0;0,0;0,0;0,0
A10-2008;AT334;3098,0;30900,0;0,0;0,0;0,0
A10-2008;AT335;8257,0;34600,0;0,0;0,0;0,0
A10-2008;AT341;3406,0;38600,0;0,0;0,0;0,0
A10-2008;AT342;9795,0;35200,0;0,0;0,0;0,0
A10-2008;ATZZZ;127,0;0,0;0,0;0,0;0,0
A10-2008;AT11;6239,0;22100,0;53000,0;-1,0;-1,5
A10-2008;AT12;45957,0;28700,0;64200,0;3,8;3,3
A10-2008;AT13;75606,0;45100,0;78400,0;0,8;0,2
A10-2008;AT21;17061,0;30500,0;62600,0;1,4;1,4
A10-2008;AT22;37913,0;31500,0;61400,0;1,1;1,0
A10-2008;AT31;50198,0;35700,0;68200,0;2,8;2,6
A10-2008;AT32;20927,0;39800,0;67700,0;-0,5;-0,6
A10-2008;AT33;24618,0;35100,0;63700,0;-0,5;-0,9
A10-2008;AT34;13201,0;36000,0;71800,0;1,3;0,9
A10-2008;ATZZ;127,0;0,0;76700,0;8,6;0,0
A10-2008;AT1;127802,0;35900,0;71100,0;1,8;1,3
A10-2008;AT2;54974,0;31200,0;61800,0;1,2;1,1
A10-2008;AT3;108944,0;36300,0;67400,0;1,2;1,0
A10-2008;ATZ;127,0;0,0;76700,0;8,6;0,0
A10-2009;AT111;729,0;19500,0;0,0;0,0;0,0
A10-2009;AT112;3572,0;24100,0;0,0;0,0;0,0
A10-2009;AT113;2042,0;20900,0;0,0;0,0;0,0
A10-2009;AT121;6165,0;25500,0;0,0;0,0;0,0
A10-2009;AT122;6223,0;24700,0;0,0;0,0;0,0
A10-2009;AT123;5127,0;34700,0;0,0;0,0;0,0
A10-2009;AT124;5116,0;23200,0;0,0;0,0;0,0
A10-2009;AT125;2155,0;17400,0;0,0;0,0;0,0
A10-2009;AT126;7423,0;24500,0;0,0;0,0;0,0
A10-2009;AT127;12858,0;40700,0;0,0;0,0;0,0
A10-2009;AT130;75027,0;44500,0;0,0;0,0;0,0
A10-2009;AT211;9443,0;34300,0;0,0;0,0;0,0
A10-2009;AT212;3163,0;24600,0;0,0;0,0;0,0
A10-2009;AT213;3657,0;23700,0;0,0;0,0;0,0
A10-2009;AT221;16495,0;41800,0;0,0;0,0;0,0
A10-2009;AT222;2235,0;27900,0;0,0;0,0;0,0
A10-2009;AT223;5171,0;30900,0;0,0;0,0;0,0
A10-2009;AT224;6216,0;23200,0;0,0;0,0;0,0
A10-2009;AT225;4192,0;22000,0;0,0;0,0;0,0
A10-2009;AT226;2533,0;24300,0;0,0;0,0;0,0
A10-2009;AT311;7267,0;26400,0;0,0;0,0;0,0
A10-2009;AT312;24976,0;45600,0;0,0;0,0;0,0
A10-2009;AT313;4076,0;20000,0;0,0;0,0;0,0
A10-2009;AT314;5162,0;33800,0;0,0;0,0;0,0
A10-2009;AT315;7006,0;30500,0;0,0;0,0;0,0
A10-2009;AT321;534,0;25600,0;0,0;0,0;0,0
A10-2009;AT322;5210,0;32100,0;0,0;0,0;0,0
A10-2009;AT323;14714,0;42900,0;0,0;0,0;0,0
A10-2009;AT331;1166,0;36700,0;0,0;0,0;0,0
A10-2009;AT332;10692,0;38000,0;0,0;0,0;0,0
A10-2009;AT333;1265,0;25400,0;0,0;0,0;0,0
A10-2009;AT334;3142,0;31300,0;0,0;0,0;0,0
A10-2009;AT335;8334,0;34800,0;0,0;0,0;0,0
A10-2009;AT341;3492,0;39600,0;0,0;0,0;0,0
A10-2009;AT342;9565,0;34200,0;0,0;0,0;0,0
A10-2009;ATZZZ;132,0;0,0;0,0;0,0;0,0
A10-2009;AT11;6343,0;22400,0;54100,0;0,0;-0,5
A10-2009;AT12;45067,0;28100,0;63500,0;-2,2;-2,5
A10-2009;AT13;75027,0;44500,0;77900,0;-1,2;-1,8
A10-2009;AT21;16262,0;29100,0;60900,0;-6,2;-6,0
A10-2009;AT22;36842,0;30600,0;60300,0;-6,1;-6,1
A10-2009;AT31;48487,0;34400,0;66500,0;-6,9;-7,0
A10-2009;AT32;20458,0;38900,0;66700,0;-3,7;-3,7
A10-2009;AT33;24598,0;35000,0;63900,0;-2,0;-2,3
A10-2009;AT34;13057,0;35500,0;71000,0;-3,4;-3,7
A10-2009;ATZZ;132,0;0,0;76700,0;1,8;0,0
A10-2009;AT1;126438,0;35400,0;70600,0;-1,5;-1,9
A10-2009;AT2;53105,0;30100,0;60500,0;-6,1;-6,1
A10-2009;AT3;106600,0;35500,0;66400,0;-4,8;-4,9
A10-2009;ATZ;132,0;0,0;76700,0;1,8;0,0
A10-2010;AT111;734,0;19600,0;0,0;0,0;0,0
A10-2010;AT112;3767,0;25300,0;0,0;0,0;0,0
A10-2010;AT113;2158,0;22100,0;0,0;0,0;0,0
A10-2010;AT121;6225,0;25800,0;0,0;0,0;0,0
A10-2010;AT122;6468,0;25600,0;0,0;0,0;0,0
A10-2010;AT123;5241,0;35400,0;0,0;0,0;0,0
A10-2010;AT124;5171,0;23500,0;0,0;0,0;0,0
A10-2010;AT125;2195,0;17800,0;0,0;0,0;0,0
A10-2010;AT126;7591,0;24900,0;0,0;0,0;0,0
A10-2010;AT127;13182,0;41500,0;0,0;0,0;0,0
A10-2010;AT130;76943,0;45400,0;0,0;0,0;0,0
A10-2010;AT211;9897,0;35900,0;0,0;0,0;0,0
A10-2010;AT212;3000,0;23400,0;0,0;0,0;0,0
A10-2010;AT213;3846,0;25000,0;0,0;0,0;0,0
A10-2010;AT221;16610,0;41700,0;0,0;0,0;0,0
A10-2010;AT222;2259,0;28300,0;0,0;0,0;0,0
A10-2010;AT223;5130,0;30900,0;0,0;0,0;0,0
A10-2010;AT224;6421,0;24000,0;0,0;0,0;0,0
A10-2010;AT225;4551,0;23900,0;0,0;0,0;0,0
A10-2010;AT226;2733,0;26400,0;0,0;0,0;0,0
A10-2010;AT311;7606,0;27600,0;0,0;0,0;0,0
A10-2010;AT312;25730,0;46900,0;0,0;0,0;0,0
A10-2010;AT313;4020,0;19700,0;0,0;0,0;0,0
A10-2010;AT314;5409,0;35400,0;0,0;0,0;0,0
A10-2010;AT315;6939,0;30300,0;0,0;0,0;0,0
A10-2010;AT321;551,0;26500,0;0,0;0,0;0,0
A10-2010;AT322;5341,0;32900,0;0,0;0,0;0,0
A10-2010;AT323;15663,0;45500,0;0,0;0,0;0,0
A10-2010;AT331;1049,0;33200,0;0,0;0,0;0,0
A10-2010;AT332;10916,0;38500,0;0,0;0,0;0,0
A10-2010;AT333;1287,0;26000,0;0,0;0,0;0,0
A10-2010;AT334;3224,0;32100,0;0,0;0,0;0,0
A10-2010;AT335;8707,0;36300,0;0,0;0,0;0,0
A10-2010;AT341;3510,0;39900,0;0,0;0,0;0,0
A10-2010;AT342;9837,0;35000,0;0,0;0,0;0,0
A10-2010;ATZZZ;136,0;0,0;0,0;0,0;0,0
A10-2010;AT11;6659,0;23400,0;56600,0;2,6;2,3
A10-2010;AT12;46074,0;28700,0;64800,0;0,1;0,0
A10-2010;AT13;76943,0;45400,0;79100,0;1,9;1,2
A10-2010;AT21;16743,0;30000,0;62400,0;2,0;2,3
A10-2010;AT22;37704,0;31300,0;61100,0;1,5;1,4
A10-2010;AT31;49705,0;35300,0;68000,0;1,9;1,8
A10-2010;AT32;21556,0;40900,0;69600,0;4,7;4,6
A10-2010;AT33;25183,0;35700,0;64400,0;1,9;1,5
A10-2010;AT34;13347,0;36200,0;71800,0;2,3;2,0
A10-2010;ATZZ;136,0;0,0;79400,0;2,3;0,0
A10-2010;AT1;129675,0;36200,0;72000,0;1,3;0,9
A10-2010;AT2;54448,0;30900,0;61500,0;1,6;1,7
A10-2010;AT3;109791,0;36500,0;67900,0;2,5;2,3
A10-2010;ATZ;136,0;0,0;79400,0;2,3;0,0
A10-2011;AT111;783,0;20900,0;0,0;0,0;0,0
A10-2011;AT112;3934,0;26200,0;0,0;0,0;0,0
A10-2011;AT113;2265,0;23200,0;0,0;0,0;0,0
A10-2011;AT121;6574,0;27300,0;0,0;0,0;0,0
A10-2011;AT122;6753,0;26700,0;0,0;0,0;0,0
A10-2011;AT123;5531,0;37300,0;0,0;0,0;0,0
A10-2011;AT124;5443,0;24800,0;0,0;0,0;0,0
A10-2011;AT125;2350,0;19000,0;0,0;0,0;0,0
A10-2011;AT126;8150,0;26500,0;0,0;0,0;0,0
A10-2011;AT127;13603,0;42600,0;0,0;0,0;0,0
A10-2011;AT130;79362,0;46400,0;0,0;0,0;0,0
A10-2011;AT211;10395,0;37600,0;0,0;0,0;0,0
A10-2011;AT212;3132,0;24600,0;0,0;0,0;0,0
A10-2011;AT213;4033,0;26400,0;0,0;0,0;0,0
A10-2011;AT221;17640,0;43800,0;0,0;0,0;0,0
A10-2011;AT222;2349,0;29500,0;0,0;0,0;0,0
A10-2011;AT223;5638,0;34200,0;0,0;0,0;0,0
A10-2011;AT224;6625,0;24800,0;0,0;0,0;0,0
A10-2011;AT225;4768,0;25100,0;0,0;0,0;0,0
A10-2011;AT226;2805,0;27200,0;0,0;0,0;0,0
A10-2011;AT311;8329,0;30300,0;0,0;0,0;0,0
A10-2011;AT312;26952,0;48900,0;0,0;0,0;0,0
A10-2011;AT313;4305,0;21100,0;0,0;0,0;0,0
A10-2011;AT314;5739,0;37600,0;0,0;0,0;0,0
A10-2011;AT315;7579,0;33000,0;0,0;0,0;0,0
A10-2011;AT321;573,0;27700,0;0,0;0,0;0,0
A10-2011;AT322;5581,0;34300,0;0,0;0,0;0,0
A10-2011;AT323;16390,0;47500,0;0,0;0,0;0,0
A10-2011;AT331;1269,0;40200,0;0,0;0,0;0,0
A10-2011;AT332;11327,0;39700,0;0,0;0,0;0,0
A10-2011;AT333;1308,0;26500,0;0,0;0,0;0,0
A10-2011;AT334;3464,0;34400,0;0,0;0,0;0,0
A10-2011;AT335;8962,0;37100,0;0,0;0,0;0,0
A10-2011;AT341;3643,0;41500,0;0,0;0,0;0,0
A10-2011;AT342;10481,0;37100,0;0,0;0,0;0,0
A10-2011;ATZZZ;134,0;0,0;0,0;0,0;0,0
A10-2011;AT11;6981,0;24500,0;57400,0;2,8;2,4
A10-2011;AT12;48404,0;30000,0;67000,0;3,2;2,9
A10-2011;AT13;79362,0;46400,0;80400,0;1,7;0,9
A10-2011;AT21;17560,0;31600,0;64600,0;2,7;2,9
A10-2011;AT22;39825,0;33000,0;63300,0;3,6;3,5
A10-2011;AT31;52904,0;37500,0;71200,0;4,3;4,1
A10-2011;AT32;22544,0;42600,0;71600,0;2,9;2,6
A10-2011;AT33;26330,0;37200,0;66300,0;2,4;1,9
A10-2011;AT34;14124,0;38200,0;74700,0;3,8;3,4
A10-2011;ATZZ;134,0;0,0;79800,0;-3,3;0,0
A10-2011;AT1;134747,0;37400,0;73500,0;2,3;1,8
A10-2011;AT2;57385,0;32500,0;63700,0;3,3;3,3
A10-2011;AT3;115901,0;38400,0;70500,0;3,5;3,2
A10-2011;ATZ;134,0;0,0;79800,0;-3,3;0,0
A10-2012;AT111;801,0;21300,0;0,0;0,0;0,0
A10-2012;AT112;4164,0;27600,0;0,0;0,0;0,0
A10-2012;AT113;2294,0;23500,0;0,0;0,0;0,0
A10-2012;AT121;6858,0;28400,0;0,0;0,0;0,0
A10-2012;AT122;6959,0;27500,0;0,0;0,0;0,0
A10-2012;AT123;5675,0;38200,0;0,0;0,0;0,0
A10-2012;AT124;5543,0;25300,0;0,0;0,0;0,0
A10-2012;AT125;2316,0;18800,0;0,0;0,0;0,0
A10-2012;AT126;8427,0;27300,0;0,0;0,0;0,0
A10-2012;AT127;14035,0;43600,0;0,0;0,0;0,0
A10-2012;AT130;80735,0;46700,0;0,0;0,0;0,0
A10-2012;AT211;10479,0;37800,0;0,0;0,0;0,0
A10-2012;AT212;3144,0;24800,0;0,0;0,0;0,0
A10-2012;AT213;4240,0;27900,0;0,0;0,0;0,0
A10-2012;AT221;18376,0;45100,0;0,0;0,0;0,0
A10-2012;AT222;2490,0;31400,0;0,0;0,0;0,0
A10-2012;AT223;5751,0;35100,0;0,0;0,0;0,0
A10-2012;AT224;6937,0;26000,0;0,0;0,0;0,0
A10-2012;AT225;4925,0;25900,0;0,0;0,0;0,0
A10-2012;AT226;2870,0;28000,0;0,0;0,0;0,0
A10-2012;AT311;8730,0;31700,0;0,0;0,0;0,0
A10-2012;AT312;27236,0;49200,0;0,0;0,0;0,0
A10-2012;AT313;4483,0;22000,0;0,0;0,0;0,0
A10-2012;AT314;6091,0;40000,0;0,0;0,0;0,0
A10-2012;AT315;7612,0;33100,0;0,0;0,0;0,0
A10-2012;AT321;605,0;29400,0;0,0;0,0;0,0
A10-2012;AT322;5753,0;35300,0;0,0;0,0;0,0
A10-2012;AT323;17067,0;49200,0;0,0;0,0;0,0
A10-2012;AT331;1318,0;41700,0;0,0;0,0;0,0
A10-2012;AT332;11801,0;40900,0;0,0;0,0;0,0
A10-2012;AT333;1360,0;27700,0;0,0;0,0;0,0
A10-2012;AT334;3623,0;35900,0;0,0;0,0;0,0
A10-2012;AT335;9359,0;38500,0;0,0;0,0;0,0
A10-2012;AT341;3690,0;42000,0;0,0;0,0;0,0
A10-2012;AT342;10706,0;37700,0;0,0;0,0;0,0
A10-2012;ATZZZ;136,0;0,0;0,0;0,0;0,0
A10-2012;AT11;7259,0;25400,0;59100,0;1,4;1,0
A10-2012;AT12;49813,0;30800,0;68200,0;0,1;-0,2
A10-2012;AT13;80735,0;46700,0;80300,0;-0,3;-1,4
A10-2012;AT21;17863,0;32100,0;65700,0;-0,4;-0,3
A10-2012;AT22;41349,0;34200,0;65600,0;1,5;1,3
A10-2012;AT31;54152,0;38200,0;72200,0;0,8;0,5
A10-2012;AT32;23425,0;44200,0;73500,0;2,0;1,6
A10-2012;AT33;27461,0;38500,0;68100,0;2,3;1,7
A10-2012;AT34;14396,0;38700,0;75600,0;0,1;-0,4
A10-2012;ATZZ;136,0;0,0;82100,0;-0,9;0,0
A10-2012;AT1;137806,0;38000,0;74200,0;-0,1;-0,7
A10-2012;AT2;59213,0;33500,0;65600,0;0,9;0,8
A10-2012;AT3;119435,0;39400,0;71800,0;1,3;0,9
A10-2012;ATZ;136,0;0,0;82100,0;-0,9;0,0
A10-2013;AT111;833,0;22200,0;0,0;0,0;0,0
A10-2013;AT112;4280,0;28200,0;0,0;0,0;0,0
A10-2013;AT113;2292,0;23500,0;0,0;0,0;0,0
A10-2013;AT121;7013,0;29000,0;0,0;0,0;0,0
A10-2013;AT122;7064,0;27900,0;0,0;0,0;0,0
A10-2013;AT123;5775,0;38700,0;0,0;0,0;0,0
A10-2013;AT124;5639,0;25800,0;0,0;0,0;0,0
A10-2013;AT125;2416,0;19600,0;0,0;0,0;0,0
A10-2013;AT126;8604,0;27600,0;0,0;0,0;0,0
A10-2013;AT127;13923,0;42900,0;0,0;0,0;0,0
A10-2013;AT130;81911,0;46700,0;0,0;0,0;0,0
A10-2013;AT211;10427,0;37400,0;0,0;0,0;0,0
A10-2013;AT212;3266,0;25900,0;0,0;0,0;0,0
A10-2013;AT213;4222,0;27900,0;0,0;0,0;0,0
A10-2013;AT221;18345,0;44500,0;0,0;0,0;0,0
A10-2013;AT222;2530,0;32000,0;0,0;0,0;0,0
A10-2013;AT223;5661,0;34800,0;0,0;0,0;0,0
A10-2013;AT224;6952,0;26100,0;0,0;0,0;0,0
A10-2013;AT225;4965,0;26200,0;0,0;0,0;0,0
A10-2013;AT226;2844,0;27900,0;0,0;0,0;0,0
A10-2013;AT311;9114,0;33000,0;0,0;0,0;0,0
A10-2013;AT312;27664,0;49600,0;0,0;0,0;0,0
A10-2013;AT313;4732,0;23100,0;0,0;0,0;0,0
A10-2013;AT314;6160,0;40500,0;0,0;0,0;0,0
A10-2013;AT315;7841,0;34000,0;0,0;0,0;0,0
A10-2013;AT321;586,0;28500,0;0,0;0,0;0,0
A10-2013;AT322;5852,0;35800,0;0,0;0,0;0,0
A10-2013;AT323;16890,0;48400,0;0,0;0,0;0,0
A10-2013;AT331;1265,0;39900,0;0,0;0,0;0,0
A10-2013;AT332;12226,0;41900,0;0,0;0,0;0,0
A10-2013;AT333;1423,0;29000,0;0,0;0,0;0,0
A10-2013;AT334;3736,0;37000,0;0,0;0,0;0,0
A10-2013;AT335;9587,0;39200,0;0,0;0,0;0,0
A10-2013;AT341;3762,0;42800,0;0,0;0,0;0,0
A10-2013;AT342;11261,0;39400,0;0,0;0,0;0,0
A10-2013;ATZZZ;130,0;0,0;0,0;0,0;0,0
A10-2013;AT11;7405,0;25800,0;59600,0;1,1;0,8
A10-2013;AT12;50434,0;31100,0;68400,0;-0,3;-0,6
A10-2013;AT13;81911,0;46700,0;81400,0;-0,4;-1,9
A10-2013;AT21;17915,0;32200,0;65800,0;-1,3;-1,3
A10-2013;AT22;41298,0;34100,0;65300,0;-2,0;-2,3
A10-2013;AT31;55511,0;39000,0;73600,0;1,1;0,8
A10-2013;AT32;23327,0;43800,0;72800,0;-2,1;-2,5
A10-2013;AT33;28236,0;39300,0;69500,0;0,7;-0,1
A10-2013;AT34;15024,0;40200,0;77700,0;2,7;2,1
A10-2013;ATZZ;130,0;0,0;81100,0;-4,7;0,0
A10-2013;AT1;139750,0;38200,0;74800,0;-0,3;-1,2
A10-2013;AT2;59213,0;33500,0;65400,0;-1,8;-2,0
A10-2013;AT3;122098,0;40100,0;72900,0;0,6;0,1
A10-2013;ATZ;130,0;0,0;81100,0;-4,7;0,0
A10-2014;AT111;853,0;22700,0;0,0;0,0;0,0
A10-2014;AT112;4425,0;28900,0;0,0;0,0;0,0
A10-2014;AT113;2370,0;24400,0;0,0;0,0;0,0
A10-2014;AT121;7153,0;29500,0;0,0;0,0;0,0
A10-2014;AT122;7421,0;29100,0;0,0;0,0;0,0
A10-2014;AT123;5890,0;39200,0;0,0;0,0;0,0
A10-2014;AT124;5813,0;26600,0;0,0;0,0;0,0
A10-2014;AT125;2465,0;20000,0;0,0;0,0;0,0
A10-2014;AT126;8732,0;27800,0;0,0;0,0;0,0
A10-2014;AT127;14567,0;44400,0;0,0;0,0;0,0
A10-2014;AT130;83468,0;46900,0;0,0;0,0;0,0
A10-2014;AT211;10936,0;39000,0;0,0;0,0;0,0
A10-2014;AT212;3251,0;25900,0;0,0;0,0;0,0
A10-2014;AT213;4466,0;29600,0;0,0;0,0;0,0
A10-2014;AT221;19019,0;45500,0;0,0;0,0;0,0
A10-2014;AT222;2603,0;33000,0;0,0;0,0;0,0
A10-2014;AT223;5896,0;36300,0;0,0;0,0;0,0
A10-2014;AT224;7356,0;27600,0;0,0;0,0;0,0
A10-2014;AT225;5084,0;26700,0;0,0;0,0;0,0
A10-2014;AT226;2788,0;27400,0;0,0;0,0;0,0
A10-2014;AT311;9609,0;34600,0;0,0;0,0;0,0
A10-2014;AT312;28034,0;49700,0;0,0;0,0;0,0
A10-2014;AT313;4863,0;23700,0;0,0;0,0;0,0
A10-2014;AT314;6327,0;41500,0;0,0;0,0;0,0
A10-2014;AT315;8260,0;35600,0;0,0;0,0;0,0
A10-2014;AT321;622,0;30300,0;0,0;0,0;0,0
A10-2014;AT322;5916,0;36100,0;0,0;0,0;0,0
A10-2014;AT323;17292,0;49100,0;0,0;0,0;0,0
A10-2014;AT331;1337,0;42200,0;0,0;0,0;0,0
A10-2014;AT332;12376,0;41800,0;0,0;0,0;0,0
A10-2014;AT333;1485,0;30300,0;0,0;0,0;0,0
A10-2014;AT334;3850,0;38100,0;0,0;0,0;0,0
A10-2014;AT335;9799,0;39700,0;0,0;0,0;0,0
A10-2014;AT341;3934,0;44600,0;0,0;0,0;0,0
A10-2014;AT342;11723,0;40600,0;0,0;0,0;0,0
A10-2014;ATZZZ;130,0;0,0;0,0;0,0;0,0
A10-2014;AT11;7648,0;26600,0;60600,0;1,9;1,6
A10-2014;AT12;52041,0;31900,0;69900,0;1,4;0,8
A10-2014;AT13;83468,0;46900,0;82100,0;-0,9;-2,4
A10-2014;AT21;18654,0;33500,0;68100,0;2,3;2,1
A10-2014;AT22;42746,0;35100,0;67000,0;1,6;1,1
A10-2014;AT31;57093,0;39900,0;74900,0;1,2;0,6
A10-2014;AT32;23830,0;44400,0;74000,0;0,1;-0,5
A10-2014;AT33;28847,0;39800,0;70200,0;0,1;-0,8
A10-2014;AT34;15657,0;41500,0;79600,0;3,2;2,4
A10-2014;ATZZ;130,0;0,0;80600,0;-1,6;0,0
A10-2014;AT1;143157,0;38700,0;75800,0;0,1;-0,9
A10-2014;AT2;61399,0;34600,0;67300,0;1,8;1,4
A10-2014;AT3;125427,0;40900,0;74100,0;1,0;0,3
A10-2014;ATZ;130,0;0,0;80600,0;-1,6;0,0
A10-2015;AT111;887,0;23600,0;0,0;0,0;0,0
A10-2015;AT112;4720,0;30600,0;0,0;0,0;0,0
A10-2015;AT113;2454,0;25300,0;0,0;0,0;0,0
A10-2015;AT121;7461,0;30700,0;0,0;0,0;0,0
A10-2015;AT122;7565,0;29500,0;0,0;0,0;0,0
A10-2015;AT123;6241,0;41200,0;0,0;0,0;0,0
A10-2015;AT124;5998,0;27500,0;0,0;0,0;0,0
A10-2015;AT125;2616,0;21100,0;0,0;0,0;0,0
A10-2015;AT126;8688,0;27300,0;0,0;0,0;0,0
A10-2015;AT127;15209,0;45900,0;0,0;0,0;0,0
A10-2015;AT130;86162,0;47500,0;0,0;0,0;0,0
A10-2015;AT211;11189,0;39600,0;0,0;0,0;0,0
A10-2015;AT212;3195,0;25500,0;0,0;0,0;0,0
A10-2015;AT213;4551,0;30200,0;0,0;0,0;0,0
A10-2015;AT221;19649,0;46300,0;0,0;0,0;0,0
A10-2015;AT222;2695,0;33900,0;0,0;0,0;0,0
A10-2015;AT223;6050,0;37500,0;0,0;0,0;0,0
A10-2015;AT224;7442,0;28100,0;0,0;0,0;0,0
A10-2015;AT225;5133,0;26600,0;0,0;0,0;0,0
A10-2015;AT226;2747,0;27100,0;0,0;0,0;0,0
A10-2015;AT311;9672,0;34500,0;0,0;0,0;0,0
A10-2015;AT312;29581,0;51800,0;0,0;0,0;0,0
A10-2015;AT313;5090,0;24700,0;0,0;0,0;0,0
A10-2015;AT314;6465,0;42100,0;0,0;0,0;0,0
A10-2015;AT315;8329,0;35600,0;0,0;0,0;0,0
A10-2015;AT321;653,0;31900,0;0,0;0,0;0,0
A10-2015;AT322;6176,0;37400,0;0,0;0,0;0,0
A10-2015;AT323;18099,0;50800,0;0,0;0,0;0,0
A10-2015;AT331;1419,0;44500,0;0,0;0,0;0,0
A10-2015;AT332;12977,0;43100,0;0,0;0,0;0,0
A10-2015;AT333;1552,0;31700,0;0,0;0,0;0,0
A10-2015;AT334;4137,0;40700,0;0,0;0,0;0,0
A10-2015;AT335;10284,0;41300,0;0,0;0,0;0,0
A10-2015;AT341;4164,0;46700,0;0,0;0,0;0,0
A10-2015;AT342;12696,0;43500,0;0,0;0,0;0,0
A10-2015;ATZZZ;136,0;0,0;0,0;0,0;0,0
A10-2015;AT11;8061,0;27900,0;63300,0;3,1;2,5
A10-2015;AT12;53779,0;32700,0;71700,0;1,1;0,4
A10-2015;AT13;86162,0;47500,0;84000,0;0,4;-1,4
A10-2015;AT21;18936,0;33900,0;69200,0;-0,2;-0,5
A10-2015;AT22;43716,0;35700,0;68300,0;0,6;0,0
A10-2015;AT31;59137,0;41000,0;76900,0;1,8;0,9
A10-2015;AT32;24928,0;46000,0;77000,0;2,4;1,5
A10-2015;AT33;30368,0;41400,0;73200,0;3,2;2,1
A10-2015;AT34;16860,0;44300,0;84800,0;2,5;1,4
A10-2015;ATZZ;136,0;0,0;81600,0;2,9;0,0
A10-2015;AT1;148001,0;39500,0;77700,0;0,8;-0,4
A10-2015;AT2;62652,0;35100,0;68600,0;0,3;-0,2
A10-2015;AT3;131294,0;42400,0;76900,0;2,3;1,4
A10-2015;ATZ;136,0;0,0;81600,0;2,9;0,0
A10-2016;AT111;930,0;24600,0;0,0;0,0;0,0
A10-2016;AT112;4845,0;31000,0;0,0;0,0;0,0
A10-2016;AT113;2546,0;26100,0;0,0;0,0;0,0
A10-2016;AT121;7854,0;32000,0;0,0;0,0;0,0
A10-2016;AT122;7711,0;29800,0;0,0;0,0;0,0
A10-2016;AT123;6498,0;42400,0;0,0;0,0;0,0
A10-2016;AT124;6250,0;28500,0;0,0;0,0;0,0
A10-2016;AT125;2788,0;22300,0;0,0;0,0;0,0
A10-2016;AT126;8867,0;27500,0;0,0;0,0;0,0
A10-2016;AT127;16068,0;47700,0;0,0;0,0;0,0
